# Data Description: ,,,,,,
#                 daily simple return of CRSP equal-weighted index from January 1980 to December 1999,,,,,,
# Variables: ,,,,,,
#                  date: yearmmdd,,,,,,
"#                  weekday: 1=Monday, 2=Tuesday, 3=Wednesday, 4=Thursday, 5=Friday",,,,,,
#                  Mon: indicator for Monday,,,,,,
#                  Tue: indicator for Tuesday,,,,,,
#                  Wed: indicator for Wednesday,,,,,,
#                  Thu: indicator for Thursday,,,,,,
#                  ret: return,,,,,,
,,,,,,
date,weekday,Mon,Tue,Wed,Thu,ret
19820903,5,0,0,0,0,0.0111
19820907,2,0,1,0,0,-0.00323
19820908,3,0,0,1,0,0.00434
19820909,4,0,0,0,1,0.00401
19820910,5,0,0,0,0,-0.00171
19820913,1,1,0,0,0,0.00188
19820914,2,0,1,0,0,0.0062
19820915,3,0,0,1,0,0.00517
19820916,4,0,0,0,1,0.00258
19820917,5,0,0,0,0,-0.00131
19820920,1,1,0,0,0,-0.00331
19820921,2,0,1,0,0,0.00903
19820922,3,0,0,1,0,0.0022
19820923,4,0,0,0,1,-0.00152
19820924,5,0,0,0,0,0.00244
19820927,1,1,0,0,0,-0.00061
19820928,2,0,1,0,0,-1.00E-05
19820929,3,0,0,1,0,-0.00715
19820930,4,0,0,0,1,-0.00349
19821001,5,0,0,0,0,0.00561
19821004,1,1,0,0,0,-0.00341
19821005,2,0,1,0,0,0.00288
19821006,3,0,0,1,0,0.01349
19821007,4,0,0,0,1,0.01387
19821008,5,0,0,0,0,0.01099
19821011,1,1,0,0,0,0.0152
19821012,2,0,1,0,0,0.00128
19821013,3,0,0,1,0,0.02084
19821014,4,0,0,0,1,0.00455
19821015,5,0,0,0,0,0.00292
19821018,1,1,0,0,0,0.01144
19821019,2,0,1,0,0,0.00197
19821020,3,0,0,1,0,0.01257
19821021,4,0,0,0,1,0.00523
19821022,5,0,0,0,0,0.01005
19821025,1,1,0,0,0,-0.01783
19821026,2,0,1,0,0,-0.00502
19821027,3,0,0,1,0,0.01144
19821028,4,0,0,0,1,0.00084
19821029,5,0,0,0,0,0.00414
19821101,1,1,0,0,0,0.00738
19821102,2,0,1,0,0,0.01275
19821103,3,0,0,1,0,0.02082
19821104,4,0,0,0,1,0.00684
19821105,5,0,0,0,0,0.00802
19821108,1,1,0,0,0,0.00061
19821109,2,0,1,0,0,0.01444
19821110,3,0,0,1,0,0.00108
19821111,4,0,0,0,1,0.00562
19821112,5,0,0,0,0,0.00559
19821115,1,1,0,0,0,-0.01117
19821116,2,0,1,0,0,-0.0151
19821117,3,0,0,1,0,0.01039
19821118,4,0,0,0,1,0.00697
19821119,5,0,0,0,0,0.0024
19821122,1,1,0,0,0,-0.00975
19821123,2,0,1,0,0,-0.00531
19821124,3,0,0,1,0,0.00494
19821126,5,0,0,0,0,0.0067
19821129,1,1,0,0,0,-0.0015
19821130,2,0,1,0,0,0.01266
19821201,3,0,0,1,0,0.00873
19821202,4,0,0,0,1,0.00262
19821203,5,0,0,0,0,0.00183
19821206,1,1,0,0,0,0.00631
19821207,2,0,1,0,0,0.00549
19821208,3,0,0,1,0,0.00148
19821209,4,0,0,0,1,-0.00597
19821210,5,0,0,0,0,-0.00609
19821213,1,1,0,0,0,-0.00031
19821214,2,0,1,0,0,-0.00695
19821215,3,0,0,1,0,-0.01677
19821216,4,0,0,0,1,-0.00269
19821217,5,0,0,0,0,0.00926
19821220,1,1,0,0,0,-0.00389
19821221,2,0,1,0,0,0.0033
19821222,3,0,0,1,0,0.00507
19821223,4,0,0,0,1,0.00707
19821227,1,1,0,0,0,0.00602
19821228,2,0,1,0,0,-0.00111
19821229,3,0,0,1,0,0.00315
19821230,4,0,0,0,1,0.00096
19821231,5,0,0,0,0,0.00927
19830103,1,1,0,0,0,-0.00234
19830104,2,0,1,0,0,0.00856
19830105,3,0,0,1,0,0.0117
19830106,4,0,0,0,1,0.02245
19830107,5,0,0,0,0,0.01186
19830110,1,1,0,0,0,0.0145
19830111,2,0,1,0,0,0.00242
19830112,3,0,0,1,0,0.00992
19830113,4,0,0,0,1,0.00239
19830114,5,0,0,0,0,0.01107
19830117,1,1,0,0,0,0.00837
19830118,2,0,1,0,0,0.00225
19830119,3,0,0,1,0,-0.00326
19830120,4,0,0,0,1,0.00487
19830121,5,0,0,0,0,-0.00594
19830124,1,1,0,0,0,-0.02674
19830125,2,0,1,0,0,0.00736
19830126,3,0,0,1,0,0.00662
19830127,4,0,0,0,1,0.01331
19830128,5,0,0,0,0,0.00539
19830131,1,1,0,0,0,0.00648
19830201,2,0,1,0,0,-0.00109
19830202,3,0,0,1,0,0.00116
19830203,4,0,0,0,1,0.00498
19830204,5,0,0,0,0,0.00917
19830207,1,1,0,0,0,0.00564
19830208,2,0,1,0,0,-0.00125
19830209,3,0,0,1,0,0.00078
19830210,4,0,0,0,1,0.01151
19830211,5,0,0,0,0,0.00543
19830214,1,1,0,0,0,0.00704
19830215,2,0,1,0,0,0.00207
19830216,3,0,0,1,0,0.00077
19830217,4,0,0,0,1,0.00019
19830218,5,0,0,0,0,0.00696
19830222,2,0,1,0,0,-0.01079
19830223,3,0,0,1,0,-0.00029
19830224,4,0,0,0,1,0.00995
19830225,5,0,0,0,0,0.00109
19830228,1,1,0,0,0,-0.00846
19830301,2,0,1,0,0,0.00579
19830302,3,0,0,1,0,0.00872
19830303,4,0,0,0,1,0.0078
19830304,5,0,0,0,0,0.00343
19830307,1,1,0,0,0,0.00317
19830308,2,0,1,0,0,-0.00646
19830309,3,0,0,1,0,0.00665
19830310,4,0,0,0,1,0.0028
19830311,5,0,0,0,0,-0.00087
19830314,1,1,0,0,0,-0.00352
19830315,2,0,1,0,0,-0.00137
19830316,3,0,0,1,0,-0.00124
19830317,4,0,0,0,1,-0.00282
19830318,5,0,0,0,0,0.00368
19830321,1,1,0,0,0,0.00223
19830322,2,0,1,0,0,0.00289
19830323,3,0,0,1,0,0.00666
19830324,4,0,0,0,1,0.00476
19830325,5,0,0,0,0,0.0019
19830328,1,1,0,0,0,-0.00434
19830329,2,0,1,0,0,-0.00097
19830330,3,0,0,1,0,0.00596
19830331,4,0,0,0,1,0.00497
19830404,1,1,0,0,0,-0.00258
19830405,2,0,1,0,0,-0.00044
19830406,3,0,0,1,0,-0.00538
19830407,4,0,0,0,1,0.00157
19830408,5,0,0,0,0,0.00555
19830411,1,1,0,0,0,0.00886
19830412,2,0,1,0,0,0.00455
19830413,3,0,0,1,0,0.00735
19830414,4,0,0,0,1,0.00981
19830415,5,0,0,0,0,0.00734
19830418,1,1,0,0,0,0.0063
19830419,2,0,1,0,0,-0.00217
19830420,3,0,0,1,0,0.00882
19830421,4,0,0,0,1,0.00308
19830422,5,0,0,0,0,0.00549
19830425,1,1,0,0,0,-0.00404
19830426,2,0,1,0,0,0.00668
19830427,3,0,0,1,0,0.00257
19830428,4,0,0,0,1,0.00634
19830429,5,0,0,0,0,0.00859
19830502,1,1,0,0,0,-0.00517
19830503,2,0,1,0,0,-0.00011
19830504,3,0,0,1,0,0.00994
19830505,4,0,0,0,1,0.01143
19830506,5,0,0,0,0,0.01285
19830509,1,1,0,0,0,0.00505
19830510,2,0,1,0,0,0.0072
19830511,3,0,0,1,0,-0.00025
19830512,4,0,0,0,1,0.00154
19830513,5,0,0,0,0,0.01008
19830516,1,1,0,0,0,-0.00855
19830517,2,0,1,0,0,0.0071
19830518,3,0,0,1,0,0.00695
19830519,4,0,0,0,1,-0.00135
19830520,5,0,0,0,0,0.00138
19830523,1,1,0,0,0,0.00332
19830524,2,0,1,0,0,0.01425
19830525,3,0,0,1,0,0.00797
19830526,4,0,0,0,1,0.0065
19830527,5,0,0,0,0,0.00442
19830531,2,0,1,0,0,-0.00548
19830601,3,0,0,1,0,-0.00235
19830602,4,0,0,0,1,0.00689
19830603,5,0,0,0,0,0.00969
19830606,1,1,0,0,0,0.0038
19830607,2,0,1,0,0,-0.00267
19830608,3,0,0,1,0,-0.00581
19830609,4,0,0,0,1,0.00239
19830610,5,0,0,0,0,0.00848
19830613,1,1,0,0,0,0.00856
19830614,2,0,1,0,0,0.00427
19830615,3,0,0,1,0,0.00597
19830616,4,0,0,0,1,0.00818
19830617,5,0,0,0,0,0.00211
19830620,1,1,0,0,0,0.00036
19830621,2,0,1,0,0,0.00449
19830622,3,0,0,1,0,0.00563
19830623,4,0,0,0,1,0.00029
19830624,5,0,0,0,0,0.00604
19830627,1,1,0,0,0,-0.00934
19830628,2,0,1,0,0,-0.01828
19830629,3,0,0,1,0,-0.00015
19830630,4,0,0,0,1,0.00864
19830701,5,0,0,0,0,0.00801
19830705,2,0,1,0,0,-0.00864
19830706,3,0,0,1,0,0.00781
19830707,4,0,0,0,1,0.00286
19830708,5,0,0,0,0,0.00094
19830711,1,1,0,0,0,0.00309
19830712,2,0,1,0,0,-0.01068
19830713,3,0,0,1,0,-0.00516
19830714,4,0,0,0,1,0.00366
19830715,5,0,0,0,0,-0.00492
19830718,1,1,0,0,0,-0.007
19830719,2,0,1,0,0,0.00289
19830720,3,0,0,1,0,0.01324
19830721,4,0,0,0,1,0.00426
19830722,5,0,0,0,0,0.00324
19830725,1,1,0,0,0,0.00076
19830726,2,0,1,0,0,0.00327
19830727,3,0,0,1,0,-0.0097
19830728,4,0,0,0,1,-0.01112
19830729,5,0,0,0,0,-0.01373
19830801,1,1,0,0,0,-0.00945
19830802,2,0,1,0,0,-0.00144
19830803,3,0,0,1,0,-0.00076
19830804,4,0,0,0,1,-0.01123
19830805,5,0,0,0,0,0.00217
19830808,1,1,0,0,0,-0.0128
19830809,2,0,1,0,0,-0.00472
19830810,3,0,0,1,0,0.0049
19830811,4,0,0,0,1,0.00286
19830812,5,0,0,0,0,0.00609
19830815,1,1,0,0,0,0.00629
19830816,2,0,1,0,0,-0.00397
19830817,3,0,0,1,0,0.00418
19830818,4,0,0,0,1,-0.00149
19830819,5,0,0,0,0,0.00041
19830822,1,1,0,0,0,0.00043
19830823,2,0,1,0,0,-0.00689
19830824,3,0,0,1,0,-0.00626
19830825,4,0,0,0,1,-0.00438
19830826,5,0,0,0,0,0.00202
19830829,1,1,0,0,0,-0.00288
19830830,2,0,1,0,0,0.00087
19830831,3,0,0,1,0,0.00443
19830901,4,0,0,0,1,0.00182
19830902,5,0,0,0,0,0.00641
19830906,2,0,1,0,0,0.00887
19830907,3,0,0,1,0,0.00169
19830908,4,0,0,0,1,0.00218
19830909,5,0,0,0,0,0.00152
19830912,1,1,0,0,0,-0.00339
19830913,2,0,1,0,0,-0.00775
19830914,3,0,0,1,0,-0.00037
19830915,4,0,0,0,1,-0.00319
19830916,5,0,0,0,0,0.00258
19830919,1,1,0,0,0,0.00407
19830920,2,0,1,0,0,0.0026
19830921,3,0,0,1,0,-0.00149
19830922,4,0,0,0,1,0.0029
19830923,5,0,0,0,0,0.00054
19830926,1,1,0,0,0,0.00139
19830927,2,0,1,0,0,-0.00899
19830928,3,0,0,1,0,-0.00361
19830929,4,0,0,0,1,-0.00207
19830930,5,0,0,0,0,-0.00497
19831003,1,1,0,0,0,-0.00681
19831004,2,0,1,0,0,8.00E-05
19831005,3,0,0,1,0,0.00217
19831006,4,0,0,0,1,0.00507
19831007,5,0,0,0,0,0.00435
19831010,1,1,0,0,0,0.00106
19831011,2,0,1,0,0,-0.00561
19831012,3,0,0,1,0,-0.0076
19831013,4,0,0,0,1,-0.0036
19831014,5,0,0,0,0,0.00044
19831017,1,1,0,0,0,-0.00138
19831018,2,0,1,0,0,-0.01331
19831019,3,0,0,1,0,-0.01178
19831020,4,0,0,0,1,0.00138
19831021,5,0,0,0,0,-0.00339
19831024,1,1,0,0,0,-0.00662
19831025,2,0,1,0,0,0.00141
19831026,3,0,0,1,0,-0.00401
19831027,4,0,0,0,1,-0.00419
19831028,5,0,0,0,0,-0.00326
19831031,1,1,0,0,0,-0.00455
19831101,2,0,1,0,0,-0.00601
19831102,3,0,0,1,0,0.00459
19831103,4,0,0,0,1,-0.00146
19831104,5,0,0,0,0,-0.0029
19831107,1,1,0,0,0,-0.00483
19831108,2,0,1,0,0,-0.00388
19831109,3,0,0,1,0,0.00362
19831110,4,0,0,0,1,0.00475
19831111,5,0,0,0,0,0.0087
19831114,1,1,0,0,0,0.00686
19831115,2,0,1,0,0,-0.00021
19831116,3,0,0,1,0,0.00215
19831117,4,0,0,0,1,0.00343
19831118,5,0,0,0,0,0.00203
19831121,1,1,0,0,0,0.0027
19831122,2,0,1,0,0,0.0034
19831123,3,0,0,1,0,0.0013
19831125,5,0,0,0,0,0.00377
19831128,1,1,0,0,0,-0.00098
19831129,2,0,1,0,0,0.00474
19831130,3,0,0,1,0,0.00105
19831201,4,0,0,0,1,-4.00E-05
19831202,5,0,0,0,0,-0.00308
19831205,1,1,0,0,0,-0.00381
19831206,2,0,1,0,0,-0.00238
19831207,3,0,0,1,0,0.00061
19831208,4,0,0,0,1,-0.00442
19831209,5,0,0,0,0,-0.00061
19831212,1,1,0,0,0,-0.0025
19831213,2,0,1,0,0,-0.00338
19831214,3,0,0,1,0,-0.00593
19831215,4,0,0,0,1,-0.00488
19831216,5,0,0,0,0,0.00039
19831219,1,1,0,0,0,-0.00253
19831220,2,0,1,0,0,-0.00266
19831221,3,0,0,1,0,0.00295
19831222,4,0,0,0,1,0.00258
19831223,5,0,0,0,0,0.00273
19831227,2,0,1,0,0,0.00118
19831228,3,0,0,1,0,-0.00164
19831229,4,0,0,0,1,0.0018
19831230,5,0,0,0,0,0.00763
19840103,2,0,1,0,0,6.00E-04
19840104,3,0,0,1,0,0.00956
19840105,4,0,0,0,1,0.01242
19840106,5,0,0,0,0,0.00929
19840109,1,1,0,0,0,0.001
19840110,2,0,1,0,0,0.00115
19840111,3,0,0,1,0,0.00131
19840112,4,0,0,0,1,0.00297
19840113,5,0,0,0,0,-0.00082
19840116,1,1,0,0,0,-0.0017
19840117,2,0,1,0,0,0.00132
19840118,3,0,0,1,0,0.00072
19840119,4,0,0,0,1,0.00013
19840120,5,0,0,0,0,-0.00251
19840123,1,1,0,0,0,-0.00943
19840124,2,0,1,0,0,-0.00205
19840125,3,0,0,1,0,-0.0019
19840126,4,0,0,0,1,-0.00141
19840127,5,0,0,0,0,-0.00254
19840130,1,1,0,0,0,-0.00954
19840131,2,0,1,0,0,-0.00281
19840201,3,0,0,1,0,-0.00485
19840202,4,0,0,0,1,7.00E-04
19840203,5,0,0,0,0,-0.00634
19840206,1,1,0,0,0,-0.01593
19840207,2,0,1,0,0,-0.00644
19840208,3,0,0,1,0,-0.01086
19840209,4,0,0,0,1,-0.01036
19840210,5,0,0,0,0,0.00544
19840213,1,1,0,0,0,-0.01047
19840214,2,0,1,0,0,0.00291
19840215,3,0,0,1,0,0.00041
19840216,4,0,0,0,1,-0.00272
19840217,5,0,0,0,0,-0.00048
19840221,2,0,1,0,0,-0.00459
19840222,3,0,0,1,0,-0.00067
19840223,4,0,0,0,1,-0.00515
19840224,5,0,0,0,0,0.01338
19840227,1,1,0,0,0,0.0082
19840228,2,0,1,0,0,-0.00632
19840229,3,0,0,1,0,0.00391
19840301,4,0,0,0,1,0.00408
19840302,5,0,0,0,0,0.00846
19840305,1,1,0,0,0,-0.00109
19840306,2,0,1,0,0,-0.00378
19840307,3,0,0,1,0,-0.00824
19840308,4,0,0,0,1,0.00185
19840309,5,0,0,0,0,-0.00146
19840312,1,1,0,0,0,0.00151
19840313,2,0,1,0,0,0.00441
19840314,3,0,0,1,0,-0.00012
19840315,4,0,0,0,1,0.00187
19840316,5,0,0,0,0,0.00703
19840319,1,1,0,0,0,-0.00669
19840320,2,0,1,0,0,0.00157
19840321,3,0,0,1,0,-0.00025
19840322,4,0,0,0,1,-0.00529
19840323,5,0,0,0,0,-0.00191
19840326,1,1,0,0,0,-0.00114
19840327,2,0,1,0,0,-0.00039
19840328,3,0,0,1,0,0.00484
19840329,4,0,0,0,1,0.0018
19840330,5,0,0,0,0,0.00117
19840402,1,1,0,0,0,-0.00373
19840403,2,0,1,0,0,-0.00375
19840404,3,0,0,1,0,-0.00082
19840405,4,0,0,0,1,-0.0089
19840406,5,0,0,0,0,-0.00507
19840409,1,1,0,0,0,-0.00414
19840410,2,0,1,0,0,-0.00027
19840411,3,0,0,1,0,-0.00382
19840412,4,0,0,0,1,0.00285
19840413,5,0,0,0,0,0.00337
19840416,1,1,0,0,0,-2.00E-04
19840417,2,0,1,0,0,0.00338
19840418,3,0,0,1,0,-0.0014
19840419,4,0,0,0,1,-0.00082
19840423,1,1,0,0,0,-0.00364
19840424,2,0,1,0,0,0.00035
19840425,3,0,0,1,0,0.00127
19840426,4,0,0,0,1,0.00559
19840427,5,0,0,0,0,0.00178
19840430,1,1,0,0,0,-0.00032
19840501,2,0,1,0,0,0.00592
19840502,3,0,0,1,0,0.00746
19840503,4,0,0,0,1,0.00168
19840504,5,0,0,0,0,-0.00295
19840507,1,1,0,0,0,-0.00117
19840508,2,0,1,0,0,0.00214
19840509,3,0,0,1,0,-0.00113
19840510,4,0,0,0,1,-0.00048
19840511,5,0,0,0,0,-0.00541
19840514,1,1,0,0,0,-0.00541
19840515,2,0,1,0,0,-0.00112
19840516,3,0,0,1,0,-0.00066
19840517,4,0,0,0,1,-0.00732
19840518,5,0,0,0,0,-0.00448
19840521,1,1,0,0,0,-0.00483
19840522,2,0,1,0,0,-0.00852
19840523,3,0,0,1,0,-0.00382
19840524,4,0,0,0,1,-0.01273
19840525,5,0,0,0,0,0.00047
19840529,2,0,1,0,0,-0.00708
19840530,3,0,0,1,0,-0.00335
19840531,4,0,0,0,1,0.00265
19840601,5,0,0,0,0,0.01072
19840604,1,1,0,0,0,0.00811
19840605,2,0,1,0,0,-0.00158
19840606,3,0,0,1,0,0.00321
19840607,4,0,0,0,1,0.00242
19840608,5,0,0,0,0,0.00111
19840611,1,1,0,0,0,-0.00784
19840612,2,0,1,0,0,-0.0041
19840613,3,0,0,1,0,0.00021
19840614,4,0,0,0,1,-0.00528
19840615,5,0,0,0,0,-0.00239
19840618,1,1,0,0,0,0.00179
19840619,2,0,1,0,0,0.00362
19840620,3,0,0,1,0,4.00E-05
19840621,4,0,0,0,1,0.00294
19840622,5,0,0,0,0,0.00342
19840625,1,1,0,0,0,-0.00032
19840626,2,0,1,0,0,-0.00512
19840627,3,0,0,1,0,-0.00542
19840628,4,0,0,0,1,0.00251
19840629,5,0,0,0,0,0.00496
19840702,1,1,0,0,0,-0.004
19840703,2,0,1,0,0,7.00E-04
19840705,4,0,0,0,1,-0.00341
19840706,5,0,0,0,0,-0.00376
19840709,1,1,0,0,0,-0.00144
19840710,2,0,1,0,0,-0.00136
19840711,3,0,0,1,0,-0.00656
19840712,4,0,0,0,1,-0.00427
19840713,5,0,0,0,0,0.00258
19840716,1,1,0,0,0,-0.00317
19840717,2,0,1,0,0,-3.00E-05
19840718,3,0,0,1,0,-0.0034
19840719,4,0,0,0,1,-0.00454
19840720,5,0,0,0,0,-0.00501
19840723,1,1,0,0,0,-0.01077
19840724,2,0,1,0,0,-0.0067
19840725,3,0,0,1,0,-0.00235
19840726,4,0,0,0,1,0.00416
19840727,5,0,0,0,0,0.00605
19840730,1,1,0,0,0,-0.00211
19840731,2,0,1,0,0,0.00014
19840801,3,0,0,1,0,0.01144
19840802,4,0,0,0,1,0.01729
19840803,5,0,0,0,0,0.02499
19840806,1,1,0,0,0,0.00881
19840807,2,0,1,0,0,-0.00208
19840808,3,0,0,1,0,-0.00216
19840809,4,0,0,0,1,0.00789
19840810,5,0,0,0,0,0.00554
19840813,1,1,0,0,0,-0.00288
19840814,2,0,1,0,0,-0.00071
19840815,3,0,0,1,0,-0.00334
19840816,4,0,0,0,1,0.00203
19840817,5,0,0,0,0,0.00096
19840820,1,1,0,0,0,-0.00119
19840821,2,0,1,0,0,0.00757
19840822,3,0,0,1,0,0.0013
19840823,4,0,0,0,1,0.00053
19840824,5,0,0,0,0,0.00428
19840827,1,1,0,0,0,-0.00264
19840828,2,0,1,0,0,0.00284
19840829,3,0,0,1,0,0.00304
19840830,4,0,0,0,1,0.0015
19840831,5,0,0,0,0,0.00293
19840904,2,0,1,0,0,-0.00536
19840905,3,0,0,1,0,-0.00251
19840906,4,0,0,0,1,0.00441
19840907,5,0,0,0,0,-0.00169
19840910,1,1,0,0,0,-0.00234
19840911,2,0,1,0,0,0.00275
19840912,3,0,0,1,0,-0.00053
19840913,4,0,0,0,1,0.0067
19840914,5,0,0,0,0,0.00701
19840917,1,1,0,0,0,-0.00021
19840918,2,0,1,0,0,-0.00314
19840919,3,0,0,1,0,-0.00096
19840920,4,0,0,0,1,0.00067
19840921,5,0,0,0,0,0.00121
19840924,1,1,0,0,0,-0.00349
19840925,2,0,1,0,0,-0.00394
19840926,3,0,0,1,0,0.00032
19840927,4,0,0,0,1,0.00134
19840928,5,0,0,0,0,-0.00051
19841001,1,1,0,0,0,-0.00688
19841002,2,0,1,0,0,-0.00424
19841003,3,0,0,1,0,-0.0055
19841004,4,0,0,0,1,0.00056
19841005,5,0,0,0,0,0.00066
19841008,1,1,0,0,0,-0.00312
19841009,2,0,1,0,0,-0.00272
19841010,3,0,0,1,0,-0.00386
19841011,4,0,0,0,1,0.00357
19841012,5,0,0,0,0,0.00477
19841015,1,1,0,0,0,0.00213
19841016,2,0,1,0,0,-0.00238
19841017,3,0,0,1,0,-0.00122
19841018,4,0,0,0,1,0.00504
19841019,5,0,0,0,0,0.00323
19841022,1,1,0,0,0,-0.00382
19841023,2,0,1,0,0,-0.00148
19841024,3,0,0,1,0,0.00021
19841025,4,0,0,0,1,-0.00217
19841026,5,0,0,0,0,-0.00251
19841029,1,1,0,0,0,-0.00339
19841030,2,0,1,0,0,0.00209
19841031,3,0,0,1,0,-0.00173
19841101,4,0,0,0,1,0.00169
19841102,5,0,0,0,0,0.00215
19841105,1,1,0,0,0,0.00234
19841106,2,0,1,0,0,0.00374
19841107,3,0,0,1,0,-0.00196
19841108,4,0,0,0,1,-0.00022
19841109,5,0,0,0,0,0.00079
19841112,1,1,0,0,0,-0.00247
19841113,2,0,1,0,0,-0.00512
19841114,3,0,0,1,0,-0.00303
19841115,4,0,0,0,1,-0.00217
19841116,5,0,0,0,0,-0.00514
19841119,1,1,0,0,0,-0.00912
19841120,2,0,1,0,0,-0.00194
19841121,3,0,0,1,0,-7.00E-05
19841123,5,0,0,0,0,0.00708
19841126,1,1,0,0,0,-0.00429
19841127,2,0,1,0,0,-0.00112
19841128,3,0,0,1,0,-0.00323
19841129,4,0,0,0,1,-0.00574
19841130,5,0,0,0,0,-0.00186
19841203,1,1,0,0,0,-0.00608
19841204,2,0,1,0,0,-0.00126
19841205,3,0,0,1,0,-0.00743
19841206,4,0,0,0,1,-0.00047
19841207,5,0,0,0,0,-0.00013
19841210,1,1,0,0,0,-0.00249
19841211,2,0,1,0,0,-0.00071
19841212,3,0,0,1,0,4.00E-05
19841213,4,0,0,0,1,-0.00089
19841214,5,0,0,0,0,0.00374
19841217,1,1,0,0,0,-0.0029
19841218,2,0,1,0,0,0.0118
19841219,3,0,0,1,0,0.00378
19841220,4,0,0,0,1,-0.00219
19841221,5,0,0,0,0,-0.00049
19841224,1,1,0,0,0,0.00573
19841226,3,0,0,1,0,0.00054
19841227,4,0,0,0,1,-0.00318
19841228,5,0,0,0,0,0.00175
19841231,1,1,0,0,0,0.00774
19850102,3,0,0,1,0,-0.00126
19850103,4,0,0,0,1,0.00092
19850104,5,0,0,0,0,-0.00019
19850107,1,1,0,0,0,0.00146
19850108,2,0,1,0,0,0.0022
19850109,3,0,0,1,0,0.00567
19850110,4,0,0,0,1,0.01049
19850111,5,0,0,0,0,0.00501
19850114,1,1,0,0,0,0.01018
19850115,2,0,1,0,0,0.00662
19850116,3,0,0,1,0,0.00817
19850117,4,0,0,0,1,0.0061
19850118,5,0,0,0,0,0.0069
19850121,1,1,0,0,0,0.01253
19850122,2,0,1,0,0,0.00398
19850123,3,0,0,1,0,0.00671
19850124,4,0,0,0,1,0.00418
19850125,5,0,0,0,0,0.00485
19850128,1,1,0,0,0,0.00489
19850129,2,0,1,0,0,0.00457
19850130,3,0,0,1,0,0.00723
19850131,4,0,0,0,1,0.00363
19850201,5,0,0,0,0,0.00217
19850204,1,1,0,0,0,0.00623
19850205,2,0,1,0,0,0.00538
19850206,3,0,0,1,0,0.00583
19850207,4,0,0,0,1,0.01009
19850208,5,0,0,0,0,0.00683
19850211,1,1,0,0,0,-0.00098
19850212,2,0,1,0,0,0.00084
19850213,3,0,0,1,0,0.00871
19850214,4,0,0,0,1,0.00344
19850215,5,0,0,0,0,0.00112
19850219,2,0,1,0,0,-0.00118
19850220,3,0,0,1,0,0.00176
19850221,4,0,0,0,1,-0.00268
19850222,5,0,0,0,0,-0.00154
19850225,1,1,0,0,0,-0.00626
19850226,2,0,1,0,0,0.00323
19850227,3,0,0,1,0,0.00025
19850228,4,0,0,0,1,0.00156
19850301,5,0,0,0,0,0.00738
19850304,1,1,0,0,0,-0.00132
19850305,2,0,1,0,0,-3.00E-05
19850306,3,0,0,1,0,-0.00219
19850307,4,0,0,0,1,-0.00364
19850308,5,0,0,0,0,-0.00072
19850311,1,1,0,0,0,-0.00305
19850312,2,0,1,0,0,-9.00E-05
19850313,3,0,0,1,0,-0.00644
19850314,4,0,0,0,1,-0.00129
19850315,5,0,0,0,0,0.00096
19850318,1,1,0,0,0,-0.00329
19850319,2,0,1,0,0,0.00592
19850320,3,0,0,1,0,-0.00061
19850321,4,0,0,0,1,0.00073
19850322,5,0,0,0,0,-0.00053
19850325,1,1,0,0,0,-0.00506
19850326,2,0,1,0,0,-0.00108
19850327,3,0,0,1,0,0.00402
19850328,4,0,0,0,1,0.00184
19850329,5,0,0,0,0,0.00461
19850401,1,1,0,0,0,-0.00017
19850402,2,0,1,0,0,-0.00157
19850403,3,0,0,1,0,-0.00435
19850404,4,0,0,0,1,-0.00023
19850408,1,1,0,0,0,-0.00304
19850409,2,0,1,0,0,-0.00064
19850410,3,0,0,1,0,0.00411
19850411,4,0,0,0,1,0.00414
19850412,5,0,0,0,0,0.00124
19850415,1,1,0,0,0,0.00141
19850416,2,0,1,0,0,1.00E-04
19850417,3,0,0,1,0,0.0017
19850418,4,0,0,0,1,-0.00042
19850419,5,0,0,0,0,0.00011
19850422,1,1,0,0,0,-0.00218
19850423,2,0,1,0,0,0.00073
19850424,3,0,0,1,0,0.00022
19850425,4,0,0,0,1,0.00138
19850426,5,0,0,0,0,8.00E-05
19850429,1,1,0,0,0,-0.00455
19850430,2,0,1,0,0,-0.00501
19850501,3,0,0,1,0,-0.00256
19850502,4,0,0,0,1,-0.00171
19850503,5,0,0,0,0,0.00251
19850506,1,1,0,0,0,-0.00139
19850507,2,0,1,0,0,0.00195
19850508,3,0,0,1,0,0.00011
19850509,4,0,0,0,1,0.0057
19850510,5,0,0,0,0,0.00929
19850513,1,1,0,0,0,0.00112
19850514,2,0,1,0,0,-0.00214
19850515,3,0,0,1,0,0.00087
19850516,4,0,0,0,1,0.00295
19850517,5,0,0,0,0,0.00535
19850520,1,1,0,0,0,0.00658
19850521,2,0,1,0,0,-0.00058
19850522,3,0,0,1,0,-0.00358
19850523,4,0,0,0,1,-0.00038
19850524,5,0,0,0,0,0.00193
19850528,2,0,1,0,0,-0.00297
19850529,3,0,0,1,0,-0.00133
19850530,4,0,0,0,1,-0.00105
19850531,5,0,0,0,0,0.00402
19850603,1,1,0,0,0,-0.00073
19850604,2,0,1,0,0,7.00E-04
19850605,3,0,0,1,0,0.00142
19850606,4,0,0,0,1,0.00081
19850607,5,0,0,0,0,-0.00232
19850610,1,1,0,0,0,-0.00238
19850611,2,0,1,0,0,-0.00109
19850612,3,0,0,1,0,-0.00248
19850613,4,0,0,0,1,-0.00585
19850614,5,0,0,0,0,0.00334
